Ticker,Company Name,Theme,Sub Theme,Assignment
BYND,"Beyond Meat, Inc.",Agriculture & FoodTech,Agriculture - Alternative Proteins,Primary
BYND,"Beyond Meat, Inc.",Consumer Goods & Retail,"Consumer - Health, Food & Beverages",Secondary
C,Citigroup Inc,Financials - Traditional,"Fin Trad - Banks, Lending & Mortgage Finance",Primary
CACI,Caci International Inc /De/,Defense & Aerospace,Defense - Cyber Defense & Electronic Warfare,Primary
CAH,"Cardinal Health, Inc.",Healthcare & Biotech,"Healthcare - IT, Services & Data Infrastructure",Primary
CALM,Cal-Maine Foods Inc,Commodities - Agriculture,Comm Agri - Livestock & Animal Protein,Primary
CAMT,Camtek Ltd,Semiconductors,"Semis - Testing, Packaging & Assembly",Primary
CAR,"Avis Budget Group, Inc.",Transportation & Logistics,Transportation - Urban Mobility & Emerging Transport Tech,Primary
CARR,Carrier Global Corp,Smart Home & IoT,Smart Home - Automation & Control Systems,Primary
CART,Maplebear Inc.,E-commerce,E-commerce - Grocery & Local Commerce Platforms,Primary
CART,Maplebear Inc.,E-commerce,E-commerce - Retail Media & Advertising,Secondary
CASY,"Casey's General Stores, Inc.",E-commerce,E-commerce - Grocery & Local Commerce Platforms,Primary
CAT,Caterpillar Inc,Transportation & Logistics,Transportation - Infrastructure & Equipment,Primary
CAT,Caterpillar Inc,Industrial Automation & Robotics,"Robotics - Autonomous Vehicles, Service & Mobility",Secondary
CAVA,"Cava Group, Inc.",Consumer Goods & Retail,Consumer - Restaurants & Dining,Primary
CB,Chubb Limited,Financials - Traditional,Fin Trad - Insurance & Reinsurance,Primary
CBOE,"Cboe Global Markets, Inc.",FinTech & Digital Finance,FinTech - Exchanges & Market Infrastructure,Primary
CBRE,"CBRE Group, Inc.",Real Estate & REITs,Real Estate - Office & Commercial Workspaces,Primary
CBSH,"Commerce Bancshares, Inc.",Financials - Traditional,"Fin Trad - Banks, Lending & Mortgage Finance",Primary
CBT,Cabot Corp,Industrials & Construction,Industrials - Chemicals & Advanced Materials,Primary
CBT,Cabot Corp,Electric Vehicles & Mobility,EVs - Batteries & Materials,Secondary
CBUS,"Cibus, Inc.",Agriculture & FoodTech,Agriculture - Agricultural Inputs & Crop Science,Primary
CCI,Crown Castle Inc.,Telecommunications,Telecom - Infrastructure & Equipment,Primary
CCI,Crown Castle Inc.,Real Estate & REITs,Real Estate - Digital Infrastructure,Secondary
CCJ,Cameco Corp,Energy - Traditional,Energy Base - Nuclear Power & Advanced Reactors,Primary
CCJ,Cameco Corp,Commodities - Energy,Comm Energy - Uranium & Nuclear Fuels,Secondary
CCK,"Crown Holdings, Inc.",Industrials & Construction,Industrials - Packaging & Containers,Primary
CCL,Carnival Corp,Real Estate & REITs,"Real Estate - Travel, Leisure & Entertainment Properties",Primary
CDE,"Coeur Mining, Inc.",Commodities - Metals,Comm Metals - Gold,Primary
CDLR,Cadeler A/S,Energy - Renewable,Energy Clean - Wind,Primary
CDNA,"Caredx, Inc.",Healthcare & Biotech,Healthcare - Genomics & Personalized Medicine,Primary
CDNS,Cadence Design Systems Inc,Semiconductors,Semis - EDA Tools & Design Software,Primary
CDNS,Cadence Design Systems Inc,Industrial Automation & Robotics,Automation - Industrial Software & Digital Twin,Secondary
CDP,COPT Defense Properties,Real Estate & REITs,Real Estate - Office & Commercial Workspaces,Primary
CDP,COPT Defense Properties,Defense & Aerospace,Defense - Secure Defense Supply Chains,Secondary
CDW,CDW Corp,Industrials & Construction,Industrials - Distribution & Rental Services,Primary
CDW,CDW Corp,Hardware,Hardware - Data Center Infrastructure & Servers,Secondary
CECO,Ceco Environmental Corp,Environmental Sustainability,Environmental - Clean Technologies & Pollution Control,Primary
CEG,Constellation Energy Corp,Energy - Traditional,Energy Base - Nuclear Power & Advanced Reactors,Primary
CEG,Constellation Energy Corp,Energy - Traditional,Energy Base - Utilities & Conventional Power Operators,Secondary
CELH,"Celsius Holdings, Inc.",Healthcare & Biotech,Healthcare - Healthy Aging & Nutrition,Primary
CELH,"Celsius Holdings, Inc.",Consumer Goods & Retail,"Consumer - Health, Food & Beverages",Secondary
CENX,Century Aluminum Co,Commodities - Metals,Comm Metals - Industrial & Base Metals,Primary
CEVA,Ceva Inc,Artificial Intelligence,"AI - Compute, Edge & Acceleration",Primary
CF,"Cf Industries Holdings, Inc.",Agriculture & FoodTech,Agriculture - Agricultural Inputs & Crop Science,Primary
CF,"Cf Industries Holdings, Inc.",Commodities - Agriculture,"Comm Agri - Fertilizers, Crop Inputs & Seeds",Secondary
CFG,"Citizens Financial Group, Inc.",Financials - Traditional,"Fin Trad - Banks, Lending & Mortgage Finance",Primary
CFR,"Cullen/Frost Bankers, Inc.",Financials - Traditional,"Fin Trad - Banks, Lending & Mortgage Finance",Primary
CG,Carlyle Group Inc.,Financials - Traditional,"Fin Trad - Asset Management, Custody & Alternatives",Primary
CGC,Canopy Growth Corp,Healthcare & Biotech,"Healthcare - Regenerative Medicine, Psychedelics, Cannabis",Primary
CGNX,Cognex Corp,Industrial Automation & Robotics,Automation - Industrial Sensors & Machine Vision,Primary
CGNX,Cognex Corp,Industrial Automation & Robotics,Automation - Smart Logistics & Warehouse Automation,Secondary
CHD,Church & Dwight Co Inc /De/,Healthcare & Biotech,Healthcare - Healthy Aging & Nutrition,Primary
CHD,Church & Dwight Co Inc /De/,Consumer Goods & Retail,"Consumer - Health, Food & Beverages",Secondary
CHDN,Churchill Downs Inc,Digital Entertainment & Media,Entertainment - iGaming & Online Gambling,Primary
CHE,Chemed Corp,Healthcare & Biotech,Healthcare - Senior Care & Longevity,Primary
CHGG,"Chegg, Inc",Education Technology,"Education - Platforms, Infrastructure & Online Learning",Primary
CHH,"Choice Hotels International, Inc.",Real Estate & REITs,"Real Estate - Travel, Leisure & Entertainment Properties",Primary
CHKP,Check Point Software Technologies Ltd,Cybersecurity,Cybersecurity - Cloud Security,Primary
CHKP,Check Point Software Technologies Ltd,Cybersecurity,"Cybersecurity - Endpoint, Identity & Zero Trust",Secondary
CHPT,"Chargepoint Holdings, Inc.",Electric Vehicles & Mobility,EVs - Charging & Infrastructure,Primary
CHRD,Chord Energy Corp,Energy - Traditional,Energy Base - Oil & Gas Exploration & Production,Primary
CHRW,"C. H. Robinson Worldwide, Inc.",Transportation & Logistics,"Transportation - Logistics, Warehousing & Supply Chain Solutions",Primary
CHTR,"Charter Communications, Inc. /Mo/",Telecommunications,"Telecom - 5G, Wireless & Carriers",Primary
CHTR,"Charter Communications, Inc. /Mo/",Smart Home & IoT,"Smart Home - Connectivity, Security & Networking",Secondary
CHWY,"Chewy, Inc.",E-commerce,E-commerce - Direct-to-Consumer,Primary
CI,The Cigna Group,Healthcare & Biotech,"Healthcare - IT, Services & Data Infrastructure",Primary
CIEN,Ciena Corp,Hardware,Hardware - Communications & Telecom,Primary
CIEN,Ciena Corp,Telecommunications,Telecom - Infrastructure & Equipment,Secondary
CIFR,Cipher Mining Inc.,Crypto & Blockchain,Blockchain - Cryptocurrency Mining & Staking,Primary
CINF,Cincinnati Financial Corp,Financials - Traditional,Fin Trad - Insurance & Reinsurance,Primary
CL,Colgate Palmolive Co,Consumer Goods & Retail,Consumer - Household & Personal Care,Primary
CL,Colgate Palmolive Co,Nanotechnology,NanoTech - Consumer & Industrial Products,Secondary
CLF,Cleveland-Cliffs Inc.,Commodities - Metals,Comm Metals - Industrial & Base Metals,Primary
CLH,Clean Harbors Inc,Environmental Sustainability,Environmental - Waste Management & Recycling,Primary
CLMT,"Calumet, Inc. /De",Commodities - Energy,Comm Energy - Biofuels & Renewable Fuels,Primary
CLMT,"Calumet, Inc. /De",Energy - Renewable,Energy Clean - Fuels & Bioenergy,Secondary
CLNE,Clean Energy Fuels Corp.,Commodities - Energy,Comm Energy - Biofuels & Renewable Fuels,Primary
CLNE,Clean Energy Fuels Corp.,Energy - Renewable,Energy Clean - Fuels & Bioenergy,Secondary
CLNN,Clene Inc.,Nanotechnology,NanoTech - Nanomedicine & Drug Delivery,Primary
CLSK,"Cleanspark, Inc.",FinTech & Digital Finance,"FinTech - Crypto, Blockchain & Tokenization",Primary
CLSK,"Cleanspark, Inc.",Crypto & Blockchain,Blockchain - Cryptocurrency Mining & Staking,Secondary
CLX,Clorox Co,Consumer Goods & Retail,Consumer - Household & Personal Care,Primary
CMC,Commercial Metals Co,Commodities - Metals,Comm Metals - Industrial & Base Metals,Primary
CMC,Commercial Metals Co,Commodities - Metals,Comm Metals - Recycling & Circular Materials,Secondary
CMCSA,Comcast Corp,Telecommunications,"Telecom - 5G, Wireless & Carriers",Primary
CMCSA,Comcast Corp,Smart Home & IoT,"Smart Home - Connectivity, Security & Networking",Secondary
CME,Cme Group Inc.,FinTech & Digital Finance,FinTech - Exchanges & Market Infrastructure,Primary
CMG,"Chipotle Mexican Grill, Inc.",Consumer Goods & Retail,Consumer - Restaurants & Dining,Primary
CMI,Cummins Inc,Energy - Renewable,Energy Clean - Hydrogen & Fuel Cells,Primary
CMI,Cummins Inc,Transportation & Logistics,Transportation - Infrastructure & Equipment,Secondary
CMPS,Compass Pathways Plc,Healthcare & Biotech,"Healthcare - Regenerative Medicine, Psychedelics, Cannabis",Primary
CMS,CMS Energy Corp,Energy - Traditional,Energy Base - Utilities & Conventional Power Operators,Primary
CNC,Centene Corp,Healthcare & Biotech,"Healthcare - IT, Services & Data Infrastructure",Primary
CNH,Cnh Industrial N.V.,Agriculture & FoodTech,Agriculture - Precision Agriculture & Farm Automation,Primary
CNI,Canadian National Railway Co,Transportation & Logistics,Transportation - Freight Rail & Infrastructure,Primary
CNM,"Core & Main, Inc.",Industrials & Construction,Industrials - Distribution & Rental Services,Primary
CNM,"Core & Main, Inc.",Environmental Sustainability,Environmental - Water Infrastructure & Treatment,Secondary
CNO,"CNO Financial Group, Inc.",Financials - Traditional,Fin Trad - Insurance & Reinsurance,Primary
CNP,Centerpoint Energy Inc,Energy - Traditional,Energy Base - Utilities & Conventional Power Operators,Primary
CNP,Centerpoint Energy Inc,Commodities - Energy,Comm Energy - Natural Gas & LNG,Secondary
CNR,"Core Natural Resources, Inc.",Energy - Traditional,Energy Base - Coal & Thermal Power Generation,Primary
CNX,CNX Resources Corp,Energy - Traditional,Energy Base - Oil & Gas Exploration & Production,Primary
CNX,CNX Resources Corp,Commodities - Energy,Comm Energy - Natural Gas & LNG,Secondary
CNXC,Concentrix Corp,Business Services & Consulting,"Business Services - Outsourcing, Facilities & Testing",Primary
COF,Capital One Financial Corp,Financials - Traditional,"Fin Trad - Banks, Lending & Mortgage Finance",Primary
COF,Capital One Financial Corp,FinTech & Digital Finance,FinTech - Digital Payments & Merchant Infrastructure,Secondary
COHR,Coherent Corp.,Hardware,Hardware - Next-Gen & Specialty,Primary
COHU,Cohu Inc,Semiconductors,"Semis - Testing, Packaging & Assembly",Primary
COIN,"Coinbase Global, Inc.",FinTech & Digital Finance,"FinTech - Crypto, Blockchain & Tokenization",Primary
COIN,"Coinbase Global, Inc.",FinTech & Digital Finance,FinTech - Exchanges & Market Infrastructure,Secondary
COKE,"Coca-Cola Consolidated, Inc.",Consumer Goods & Retail,"Consumer - Health, Food & Beverages",Primary
COLB,"Columbia Banking System, Inc.",Financials - Traditional,"Fin Trad - Banks, Lending & Mortgage Finance",Primary
COLD,Americold Realty Trust,Transportation & Logistics,"Transportation - Logistics, Warehousing & Supply Chain Solutions",Primary
COLD,Americold Realty Trust,Real Estate & REITs,"Real Estate - E-Commerce, Warehousing & Logistics",Secondary
COLM,Columbia Sportswear Co,Consumer Goods & Retail,Consumer - Apparel & E-Commerce Retail,Primary
COO,"The Cooper Companies, Inc.",Healthcare & Biotech,Healthcare - Medical Devices & HealthTech Hardware,Primary
COP,Conocophillips,Energy - Traditional,Energy Base - Oil & Gas Exploration & Production,Primary
COP,Conocophillips,Commodities - Energy,Comm Energy - Crude Oil,Secondary
COR,"Cencora, Inc.",Healthcare & Biotech,"Healthcare - IT, Services & Data Infrastructure",Primary
CORZ,"Core Scientific, Inc./Tx",Crypto & Blockchain,Blockchain - Cryptocurrency Mining & Staking,Primary
COST,Costco Wholesale Corp /New,E-commerce,"E-commerce - Omnichannel Retailers, Online & Physical Stores",Primary
COST,Costco Wholesale Corp /New,Consumer Goods & Retail,"Consumer - Health, Food & Beverages",Secondary
COTY,Coty Inc.,Consumer Goods & Retail,Consumer - Household & Personal Care,Primary
COUR,"Coursera, Inc.",Software,Software - Vertical SaaS Platforms,Primary
COUR,"Coursera, Inc.",Education Technology,Education - Digital Curriculum,Secondary
CP,Canadian Pacific Kansas City Ltd/Cn,Transportation & Logistics,Transportation - Freight Rail & Infrastructure,Primary
CPAY,"Corpay, Inc.",FinTech & Digital Finance,FinTech - Digital Payments & Merchant Infrastructure,Primary
CPNG,"Coupang, Inc.",E-commerce,E-commerce - Grocery & Local Commerce Platforms,Primary
CPNG,"Coupang, Inc.",Software,Software - Vertical SaaS Platforms,Secondary
CPRI,Capri Holdings Ltd,Consumer Goods & Retail,Consumer - Modern Luxury & Lifestyle,Primary
CPRT,Copart Inc,Consumer Goods & Retail,Consumer - Resale & Sharing Platforms,Primary
CPT,Camden Property Trust,Real Estate & REITs,"Real Estate - Housing, Urban Living & Demographics",Primary
CQP,"Cheniere Energy Partners, L.P.",Commodities - Energy,Comm Energy - Natural Gas & LNG,Primary
CR,Crane Co,Industrials & Construction,"Industrials - Machinery, Flow Control & Components",Primary
CR,Crane Co,Defense & Aerospace,Defense - Next-Generation Aircraft & Maintenance,Secondary
CRBG,"Corebridge Financial, Inc.",Financials - Traditional,Fin Trad - Insurance & Reinsurance,Primary
CRH,CRH Plc,Industrials & Construction,Industrials - Construction Materials & Aggregates,Primary
CRL,"Charles River Laboratories International, Inc.",Healthcare & Biotech,"Healthcare - IT, Services & Data Infrastructure",Primary
CRL,"Charles River Laboratories International, Inc.",Healthcare & Biotech,Healthcare - Next-Gen Biotech Platforms,Secondary
CRM,"Salesforce, Inc.",Cloud Computing,Cloud - Horizontal SaaS & Cloud Applications,Primary
CRM,"Salesforce, Inc.",Cloud Computing,Cloud - Hyperscalers & Platforms,Secondary
CRNC,Cerence Inc.,Artificial Intelligence,"AI - Apps, Domain-Specific AI",Primary
CRON,Cronos Group Inc.,Healthcare & Biotech,"Healthcare - Regenerative Medicine, Psychedelics, Cannabis",Primary
CROX,"Crocs, Inc.",Consumer Goods & Retail,Consumer - Apparel & E-Commerce Retail,Primary
CRS,Carpenter Technology Corp,Defense & Aerospace,Defense - Secure Defense Supply Chains,Primary
CRS,Carpenter Technology Corp,Industrial Automation & Robotics,"Automation - Additive Manufacturing, 3D Printing",Secondary
CRSP,Crispr Therapeutics Ag,Healthcare & Biotech,Healthcare - Genomics & Personalized Medicine,Primary
CRSP,Crispr Therapeutics Ag,Healthcare & Biotech,Healthcare - Next-Gen Biotech Platforms,Secondary
CRSR,"Corsair Gaming, Inc.",Hardware,"Hardware - Consumer Electronics, PCs & Peripherals",Primary
CRTO,Criteo S.A.,E-commerce,E-commerce - Retail Media & Advertising,Primary
CRTO,Criteo S.A.,Digital Entertainment & Media,Entertainment - Advertising & Social Platforms,Secondary
CRUS,"Cirrus Logic, Inc.",Semiconductors,"Semis - Analog, Mixed-Signal & Power Management",Primary
CRWD,"Crowdstrike Holdings, Inc.",Cybersecurity,Cybersecurity - Application Security,Primary
CRWD,"Crowdstrike Holdings, Inc.",Cybersecurity,Cybersecurity - Cloud Security,Secondary
CSAN,Cosan S.A.,Commodities - Agriculture,Comm Agri - Softs & Plantation Crops,Primary
CSCO,"Cisco Systems, Inc.",Hardware,Hardware - Communications & Telecom,Primary
CSCO,"Cisco Systems, Inc.",Hardware,Hardware - Networking Equipment,Secondary
CSGP,"Costar Group, Inc.",Big Data & Analytics,"Big Data - Data Generation, Sourcing & Providers",Primary
CSIQ,Canadian Solar Inc.,Energy - Renewable,Energy Clean - Solar,Primary
CSL,Carlisle Companies Inc,Industrials & Construction,Industrials - Building Products & HVAC,Primary
CSX,Csx Corp,Transportation & Logistics,Transportation - Freight Rail & Infrastructure,Primary
CSX,Csx Corp,Transportation & Logistics,Transportation - Infrastructure & Equipment,Secondary
CTAS,Cintas Corp,Business Services & Consulting,"Business Services - Outsourcing, Facilities & Testing",Primary
CTGO,"Contango Ore, Inc.",Commodities - Metals,Comm Metals - Rare Earth & Strategic Materials,Primary
CTRE,"Caretrust REIT, Inc.",Real Estate & REITs,Real Estate - Healthcare & Senior Living,Primary
CTSH,Cognizant Technology Solutions Corp,Business Services & Consulting,Consulting,Primary
CTVA,"Corteva, Inc.",Agriculture & FoodTech,Agriculture - Agricultural Inputs & Crop Science,Primary
CTVA,"Corteva, Inc.",Commodities - Agriculture,"Comm Agri - Fertilizers, Crop Inputs & Seeds",Secondary
CUBE,Cubesmart,Real Estate & REITs,Real Estate - Retail & Consumer Real Estate,Primary
CUZ,Cousins Properties Inc,Real Estate & REITs,Real Estate - Office & Commercial Workspaces,Primary
CVLT,"Commvault Systems, Inc.",Cybersecurity,Cybersecurity - Cloud Security,Primary
CVLT,"Commvault Systems, Inc.",Cloud Computing,"Cloud - DevOps, Observability",Secondary
CVNA,Carvana Co.,Consumer Goods & Retail,Consumer - Resale & Sharing Platforms,Primary
CVS,Cvs Health Corp,Healthcare & Biotech,"Healthcare - IT, Services & Data Infrastructure",Primary
CVS,Cvs Health Corp,E-commerce,"E-commerce - Omnichannel Retailers, Online & Physical Stores",Secondary
